brand,name,type,country,ingredient_list,ingredient_count,claimed_concerns,positive_concerns,negative_concerns,condition_concerns,positive_count,negative_count,condition_count,has_fragrance,has_drying_alcohol,has_irritants,has_vitamin_c,has_hyaluronic_acid,has_niacinamide,has_ceramides,has_aha,has_bha,has_retinoids,has_peptides,has_antioxidants,antioxidant_list,humectant_list,emollient_list,occlusive_list,peptide_list,retinoid_list,exfoliant_list,plant_extract_list,absorbent_list,film_forming_list,texture_enhancer_list,fragrance_ingredients,irritant_ingredients,drying_alcohol_ingredients
Bioderma,Sensibio Light Soothing Cream,general moisturizer,France,"['Water' 'Glycerin' 'Cetearyl Isononanoate' 'Isohexadecane'
 'Glycol Palmitate' 'Caprylic/Capric Triglyceride'
 'Triceteareth-4 Phosphate' 'Fructooligosaccharides' 'Mannitol' 'Xylitol'
 'Glycyrrhetinic Acid' 'Rhamnose' 'Laminaria Ochroleuca Extract'
 'Glycol Stearate' 'Peg-2 Stearate' 'Pentylene Glycol'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' '2-Hexanediol'
 'Caprylyl Glycol' 'Disodium EDTA' 'Xanthan Gum' 'Sodium Hydroxide']",22,['reduces_irritation'],['reduces_irritation'],[],[],1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,"['Glycyrrhetinic Acid', 'Laminaria Ochroleuca Extract']","['Glycerin', 'Fructooligosaccharides', 'Mannitol', 'Xylitol', 'Rhamnose', 'Pentylene Glycol']","['Caprylic/Capric Triglyceride', 'Glycol Stearate']",['Glycol Stearate'],[],[],[],"['Caprylic/Capric Triglyceride', 'Glycyrrhetinic Acid', 'Rhamnose', 'Laminaria Ochroleuca Extract', 'Caprylyl Glycol']",[],[],"['Glycerin', 'Isohexadecane', 'Caprylic/Capric Triglyceride', 'Xylitol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Xanthan Gum']",[],[],[]
La Roche-Posay,Lipikar Eczema Cream,general moisturizer,France,"['Avena Sativa Kernel Extract 1%' 'Water' 'Butyrospermum Parkii Butter'
 'Glycerin' 'Dimethicone' 'Paraffinum Liquidum' 'Niacinamide'
 'Cetearyl Alcohol' 'Brassica Napus Seed Oil'
 'Ammonium Polyacryloyldimethyl Taurate' 'Peg-100 Stearate'
 'Glyceryl Stearate' 'Tocopherol' 'Sodium Benzoate'
 'Peg-20 Methyl Glucose Sesquistearate' 'Dimethiconol' 'Mannose'
 'Xanthan Gum' 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate'
 'Capryloyl Glycine' 'Microcrystalline Wax' 'Sorbitan Tristearate'
 'Paraffin' 'Disodium EDTA' 'Vitreoscilla Ferment' 'Citric Acid']",26,"['good_for_oily_skin' 'redness_reducing' 'anti_aging' 'scar_healing'
 'acne_fighting' 'brightening' 'may_worsen_oily_skin' 'acne_trigger'
 'irritating']","['good_for_oily_skin' 'redness_reducing' 'anti_aging' 'scar_healing'
 'acne_fighting' 'brightening']",['may_worsen_oily_skin' 'acne_trigger' 'irritating'],[],6,3,0,False,False,False,False,False,True,False,True,False,False,False,True,"['Avena Sativa Kernel Extract 1%', 'Butyrospermum Parkii Butter', 'Niacinamide', 'Tocopherol', 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate']","['Glycerin', 'Niacinamide', 'Mannose']","['Butyrospermum Parkii Butter', 'Dimethicone', 'Paraffinum Liquidum', 'Cetearyl Alcohol', 'Brassica Napus Seed Oil', 'Glyceryl Stearate', 'PEG-20 Methyl Glucose Sesquistearate', 'Dimethiconol']","['Microcrystalline Wax', 'Paraffin']",[],[],[],"['Avena Sativa Kernel Extract 1%', 'Butyrospermum Parkii Butter', 'Brassica Napus Seed Oil']",[],[],"['Glycerin', 'Cetearyl Alcohol', 'Ammonium Polyacryloyldimethyl Taurate', 'Xanthan Gum', 'Microcrystalline Wax', 'Paraffin']",[],[],[]
A-derma,Biology Hydrating Light Cream,general moisturizer,France,"['Water' 'Dicaprylyl Carbonate' 'Glycerin' 'Pentylene Glycol'
 'C14-22 Alcohols' 'Behenyl Alcohol' 'Helianthus Annuus Seed Oil'
 'Citrus Aurantium Dulcis Fruit Water' 'Hydrogenated Vegetable Oil'
 'Sodium Stearoyl Glutamate' 'Aloe Barbadensis Leaf Juice Powder'
 'Avena Sativa Bran' 'Sambucus Nigra Flower' 'C12-20 Alkyl Glucoside'
 'Citric Acid' 'Glyceryl Caprylate' 'Sclerotium Gum' 'Sodium Benzoate'
 'Taraxacum Officinale Rhizome/Root Extract' 'Tocopherol' 'Xanthan Gum']",21,['reduces_large_pores' 'brightening' 'drying' 'acne_trigger' 'irritating'],['reduces_large_pores' 'brightening'],['drying' 'acne_trigger' 'irritating'],[],2,3,0,False,False,False,False,False,False,False,True,False,False,False,True,"['Helianthus Annuus Seed Oil', 'Citrus Aurantium Dulcis Fruit Water', 'Taraxacum Officinale Rhizome/Root Extract', 'Tocopherol']","['Glycerin', 'Pentylene Glycol', 'Citrus Aurantium Dulcis Fruit Water']","['Dicaprylyl Carbonate', 'Helianthus Annuus Seed Oil', 'Glyceryl Caprylate']",[],[],[],[],"['Helianthus Annuus Seed Oil', 'Citrus Aurantium Dulcis Fruit Water', 'Aloe Barbadensis Leaf Juice Powder', 'Taraxacum Officinale Rhizome/Root Extract']",[],[],"['Glycerin', 'Behenyl Alcohol', 'Hydrogenated Vegetable Oil', 'Sclerotium Gum', 'Xanthan Gum']",[],[],[]
Supergoop!,Handscreen SPF 40,sunscreen,United States,"['Butyl Methoxydibenzoylmethane 3%' 'Ethylhexyl Salicylate 5%'
 'Octocrylene 10%' 'Water' 'Glycerin' 'Butyloctyl Salicylate'
 'C12-15 Alkyl Benzoate' 'Cetearyl Alcohol' 'Propanediol'
 'Glyceryl Stearate Citrate' 'Cocoglycerides' 'Isododecane' 'Cetyl Esters'
 'Cetyl Phosphate' 'Diisopropyl Sebacate' 'Isodecyl Neopentanoate'
 'Lauryl Lactate' 'Arginine' '2-Hexanediol' 'Caprylyl Glycol'
 'Hydroxyacetophenone' 'Polymethylsilsesquioxane'
 'Raphanus Sativus Seed Oil' 'Diethylhexyl Syringylidenemalonate'
 'Helianthus Annuus Seed Wax' 'Limnanthes Alba Seed Oil'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' 'Chlorphenesin'
 'Xanthan Gum' 'Trisodium Ethylenediamine Disuccinate' 'Tocopherol'
 'Cymbopogon Schoenanthus Oil' 'Hippophae Rhamnoides Fruit Oil'
 'Elettaria Cardamomum Seed Oil' 'Eugenia Caryophyllus Leaf Oil'
 'Cinnamomum Cassia Leaf Oil' 'Vanillin' 'Eucalyptus Globulus Leaf Oil'
 'Lavandula Hybrida Grosso Herb Oil']",39,"['reduces_irritation' 'anti_aging' 'scar_healing' 'brightening'
 'acne_trigger' 'irritating' 'rosacea' 'eczema']",['reduces_irritation' 'anti_aging' 'scar_healing' 'brightening'],['acne_trigger' 'irritating'],['rosacea' 'eczema'],4,2,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Arginine', 'Hydroxyacetophenone', 'Diethylhexyl Syringylidenemalonate', 'Tocopherol', 'Vanillin']","['Glycerin', 'Arginine', 'Hydroxyacetophenone']","['Butyloctyl Salicylate', 'C12-15 Alkyl Benzoate', 'Cetearyl Alcohol', 'Glyceryl Stearate Citrate', 'Cocoglycerides', 'Cetyl Esters', 'Diisopropyl Sebacate', 'Isodecyl Neopentanoate', 'Lauryl Lactate', 'Raphanus Sativus Seed Oil', 'Limnanthes Alba Seed Oil', 'Elettaria Cardamomum Seed Oil']",['Limnanthes Alba Seed Oil'],[],[],[],"['Caprylyl Glycol', 'Raphanus Sativus Seed Oil', 'Limnanthes Alba Seed Oil', 'Elettaria Cardamomum Seed Oil', 'Vanillin', 'Eucalyptus Globulus Leaf Oil', 'Lavandula Hybrida Grosso Herb Oil']",[],"['Diisopropyl Sebacate', 'Polymethylsilsesquioxane']","['Glycerin', 'C12-15 Alkyl Benzoate', 'Cetearyl Alcohol', 'Propanediol', 'Cocoglycerides', 'Cetyl Esters', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Xanthan Gum']","['Eucalyptus Globulus Leaf Oil', 'Lavandula Hybrida Grosso Herb Oil']","['Eucalyptus Globulus Leaf Oil', 'Lavandula Hybrida Grosso Herb Oil']",[]
KORRES,Coconut + Almond Lipid-Replenishing Baume Face + Body,general moisturizer,Greece,"['Water' 'Caprylic/Capric Triglyceride' 'Cetearyl Alcohol' 'Glycerin'
 'Hydrogenated Polydecene' 'Octyldodecyl Myristate'
 'Butyrospermum Parkii Butter' 'Glyceryl Behenate'
 'Phytosteryl Hydroxystearate' 'Glyceryl Stearate' 'Jojoba Esters'
 'Brassica Campestris Sterols' 'Alpha-Glucan Oligosaccharide'
 'Caprylhydroxamic Acid' 'Ceramide NP' 'Cocos Nucifera Oil'
 'Ethylhexylglycerin' 'Glyceryl Caprylate' 'Helianthus Annuus Seed Wax'
 'Hydrogenated Rapeseed Oil' 'Inulin' 'Panthenol' 'Phytosterols'
 'Polyglycerin-3' 'Polyhydroxystearic Acid' 'Prunus Amygdalus Dulcis Oil'
 'Sodium Anisate' 'Sodium Stearoyl Glutamate' 'Sorbitan Stearate'
 'Tetrasodium Glutamate Diacetate' 'Xanthan Gum' 'Potassium Sorbate']",32,['redness_reducing' 'reduces_irritation' 'anti_aging' 'acne_trigger'],['redness_reducing' 'reduces_irritation' 'anti_aging'],['acne_trigger'],[],3,1,0,False,False,False,False,False,False,True,False,False,False,False,True,"['Butyrospermum Parkii Butter', 'Alpha-Glucan Oligosaccharide']","['Glycerin', 'Ethylhexylglycerin', 'Inulin', 'Panthenol']","['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Hydrogenated Polydecene', 'Octyldodecyl Myristate', 'Butyrospermum Parkii Butter', 'Glyceryl Behenate', 'Glyceryl Stearate', 'Jojoba Esters', 'Alpha-Glucan Oligosaccharide', 'Ceramide NP', 'Glyceryl Caprylate', 'Hydrogenated Rapeseed Oil']",['Hydrogenated Rapeseed Oil'],[],[],[],"['Caprylic/Capric Triglyceride', 'Butyrospermum Parkii Butter', 'Jojoba Esters', 'Alpha-Glucan Oligosaccharide', 'Phytosterols']",[],[],"['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Glycerin', 'Octyldodecyl Myristate', 'Jojoba Esters', 'Hydrogenated Rapeseed Oil', 'Inulin', 'Sorbitan Stearate', 'Xanthan Gum']",[],[],[]
Kinship,Self Reflect Probiotic Moisturizing Sunscreen Zinc Oxide SPF 32,sunscreen,United States,"['Zinc Oxide' 'Caprylic/Capric Triglyceride' 'Coconut Alkanes'
 'Cetearyl Alcohol' 'Glycerin' 'Aloe Barbadensis Leaf Juice'
 'Pyrus Malus Fruit Extract' 'Coco-Glucoside' 'Lactobacillus Ferment'
 'Rubus Idaeus Seed Oil' 'Cocos Nucifera Oil' 'Curcuma Longa Rhizome Oil'
 'Butyrospermum Parkii Nut Extract' 'Hydrolyzed Jojoba Esters'
 'Tocopherol' 'Dipotassium Glycyrrhizate'
 'Vanilla Planifolia Fruit Extract' 'Glycyrrhiza Glabra Root Extract'
 'Butylene Glycol' 'Isostearic Acid' 'Lecithin'
 'Polyglyceryl-3 Polyricinoleate' 'Polyhydroxystearic Acid'
 'Coco-Caprylate/Caprate' 'Caprylyl/Capryl Glucoside' 'Sclerotium Gum'
 'Cetearyl Glucoside' 'Ethylhexylglycerin' 'Xanthan Gum' 'Octyldodecanol'
 'Tapioca Starch' 'Citric Acid' 'Sorbitan Oleate' 'Phenoxyethanol'
 'Sodium Benzoate' 'Potassium Sorbate']",36,"['reduces_large_pores' 'anti_aging' 'scar_healing' 'brightening' 'drying'
 'acne_trigger' 'irritating']",['reduces_large_pores' 'anti_aging' 'scar_healing' 'brightening'],['drying' 'acne_trigger' 'irritating'],[],4,3,0,True,False,False,False,False,False,False,True,False,False,False,True,"['Aloe Barbadensis Leaf Juice', 'Pyrus Malus Fruit Extract', 'Butyrospermum Parkii Nut Extract', 'Tocopherol', 'Dipotassium Glycyrrhizate', 'Vanilla Planifolia Fruit Extract', 'Glycyrrhiza Glabra Root Extract']","['Glycerin', 'Aloe Barbadensis Leaf Juice', 'Butylene Glycol', 'Ethylhexylglycerin']","['Caprylic/Capric Triglyceride', 'Coconut Alkanes', 'Cetearyl Alcohol', 'Rubus Idaeus Seed Oil', 'Hydrolyzed Jojoba Esters', 'Lecithin', 'Coco-Caprylate/Caprate', 'Octyldodecanol']","['Zinc Oxide', 'Octyldodecanol']",[],[],[],"['Caprylic/Capric Triglyceride', 'Aloe Barbadensis Leaf Juice', 'Pyrus Malus Fruit Extract', 'Rubus Idaeus Seed Oil', 'Butyrospermum Parkii Nut Extract', 'Hydrolyzed Jojoba Esters', 'Dipotassium Glycyrrhizate', 'Vanilla Planifolia Fruit Extract', 'Glycyrrhiza Glabra Root Extract']","['Zinc Oxide', 'Tapioca Starch']",[],"['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Glycerin', 'Butylene Glycol', 'Isostearic Acid', 'Polyglyceryl-3 Polyricinoleate', 'Sclerotium Gum', 'Cetearyl Glucoside', 'Xanthan Gum', 'Octyldodecanol', 'Tapioca Starch']",['Vanilla Planifolia Fruit Extract'],[],[]
Curology,"Custom Formula (Tretinoid 0.09%, Clindamycin Phosphate 1%, Azelaic Acid 5%)",facial treatment,United States,"['Tretinoin 0.09%' 'Clindamycin Phosphate 1%' 'Azelaic Acid 5%'
 'Aloe Barbadensis Leaf Juice' 'C13-14 Isoparaffin'
 'Caprylic/Capric Triglyceride' 'Water' 'Laureth-7' 'Phenoxyethanol'
 'Polyacrylamide' 'Tocopheryl Acetate' 'Triethylene Glycol'
 'Cetearyl Alcohol' 'Polysorbate 60' 'Isohexadecane' 'Isododecane'
 'C13-15 Alkane' 'Glyceryl Stearate' 'Peg-75 Stearate' 'Polyacrylate-13'
 'Polyisobutene' 'Polysorbate 20' 'Polyurethane-39' 'Stearyl Behenate'
 'Cetyl Alcohol' 'Ascorbic Acid' 'Sodium Bisulfite' 'Benzoic Acid 0.09%'
 'Sorbic Acid 0.09%' 'BHT' 'Propanediol']",31,"['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'
 'may_worsen_oily_skin' 'acne_trigger' 'irritating' 'eczema']",['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],['may_worsen_oily_skin' 'acne_trigger' 'irritating'],['eczema'],5,3,1,False,False,True,True,False,False,False,False,False,False,False,True,"['Aloe Barbadensis Leaf Juice', 'Tocopheryl Acetate', 'Ascorbic Acid', 'Sodium Bisulfite', 'BHT']",['Aloe Barbadensis Leaf Juice'],"['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Cetyl Alcohol']",[],[],[],[],"['Aloe Barbadensis Leaf Juice', 'Caprylic/Capric Triglyceride']",[],"['Polyacrylamide', 'Polyisobutene']","['C13-14 Isoparaffin', 'Caprylic/Capric Triglyceride', 'Laureth-7', 'Cetearyl Alcohol', 'Isohexadecane', 'Polyisobutene', 'Cetyl Alcohol', 'Propanediol']",[],['Sodium Bisulfite'],[]
Cell:Monde,Nucleic Acid Whitening Serum,serum,,"['Water' 'Glycerin' 'Saccharomyces Cerevisiae Extract' '2-Hexanediol'
 'Butylene Glycol' 'Caprylic/Capric Triglyceride' 'Hydroxyethyl Urea'
 'Niacinamide' 'Cetearyl Alcohol' 'Cetearyl Olivate' 'Sorbitan Olivate'
 'Glyceryl Stearate' 'Peg-100 Stearate' 'Sodium Hyaluronate' 'Dimethicone'
 'Cyclopentasiloxane' 'Cyclohexasiloxane' 'Polyacrylamide'
 'C13-14 Isoparaffin' 'Laureth-7' 'Stearic Acid' 'Olea Europaea Fruit Oil'
 'Glyceryl Caprylate' 'Hydrogenated Lecithin' 'Behenic Acid'
 'Behenyl Alcohol' 'Stearyl Alcohol' 'Myristic Acid'
 'Helianthus Annuus Seed Oil' 'Alkanna Tinctoria Root Extract'
 'Tocopherol' 'Xanthan Gum' 'Beta-Glucan' 'Hydrolyzed Collagen'
 'Avena Sativa Kernel Extract' 'Ocimum Basilicum Flower/Leaf/Stem Extract'
 'Salvia Hispanica Seed Extract' 'Centella Asiatica Extract'
 'Scutellaria Baicalensis Root Extract'
 'Polygonum Cuspidatum Root Extract' 'Glycyrrhiza Glabra Root Extract'
 'Camellia Sinensis Leaf Extract' 'Chamomilla Recutita Flower Extract'
 'Rosmarinus Officinalis Leaf Extract' 'Helichrysum Italicum Flower Water'
 'Benzyl Alcohol' 'Dehydroacetic Acid' 'Bifida Ferment Lysate'
 'Potassium Sorbate' 'Allantoin' 'Panthenol' 'Sodium Dna'
 'Hyaluronic Acid' 'Adenosine' 'Disodium EDTA' 'Parfum' 'Benzyl Benzoate'
 'Butylphenyl Methylpropional' 'Limonene']",59,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'anti_aging' 'scar_healing' 'acne_fighting' 'brightening'
 'may_worsen_oily_skin' 'acne_trigger' 'irritating']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'anti_aging' 'scar_healing' 'acne_fighting' 'brightening']",['may_worsen_oily_skin' 'acne_trigger' 'irritating'],[],9,3,0,True,False,True,False,True,True,False,False,False,False,False,True,"['Saccharomyces Cerevisiae Extract', 'Niacinamide', 'Sodium Hyaluronate', 'Olea Europaea Fruit Oil', 'Helianthus Annuus Seed Oil', 'Alkanna Tinctoria Root Extract', 'Tocopherol', 'Beta-Glucan', 'Avena Sativa Kernel Extract', 'Ocimum Basilicum Flower/Leaf/Stem Extract', 'Salvia Hispanica Seed Extract', 'Centella Asiatica Extract', 'Scutellaria Baicalensis Root Extract', 'Polygonum Cuspidatum Root Extract', 'Glycyrrhiza Glabra Root Extract', 'Camellia Sinensis Leaf Extract', 'Chamomilla Recutita Flower Extract', 'Rosmarinus Officinalis Leaf Extract', 'Helichrysum Italicum Flower Water', 'Hyaluronic Acid']","['Glycerin', 'Butylene Glycol', 'Niacinamide', 'Sodium Hyaluronate', 'Hydrolyzed Collagen', 'Helichrysum Italicum Flower Water', 'Bifida Ferment Lysate', 'Panthenol', 'Hyaluronic Acid']","['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Dimethicone', 'Cyclopentasiloxane', 'Cyclohexasiloxane', 'Stearic Acid', 'Olea Europaea Fruit Oil', 'Glyceryl Caprylate', 'Hydrogenated Lecithin', 'Helianthus Annuus Seed Oil']",['Myristic Acid'],[],[],[],"['Saccharomyces Cerevisiae Extract', 'Caprylic/Capric Triglyceride', 'Olea Europaea Fruit Oil', 'Helianthus Annuus Seed Oil', 'Alkanna Tinctoria Root Extract', 'Beta-Glucan', 'Avena Sativa Kernel Extract', 'Ocimum Basilicum Flower/Leaf/Stem Extract', 'Salvia Hispanica Seed Extract', 'Centella Asiatica Extract', 'Scutellaria Baicalensis Root Extract', 'Polygonum Cuspidatum Root Extract', 'Glycyrrhiza Glabra Root Extract', 'Camellia Sinensis Leaf Extract', 'Chamomilla Recutita Flower Extract', 'Rosmarinus Officinalis Leaf Extract', 'Helichrysum Italicum Flower Water', 'Allantoin', 'Adenosine', 'Benzyl Benzoate', 'Limonene']",[],['Polyacrylamide'],"['Glycerin', 'Butylene Glycol', 'Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Cetearyl Olivate', 'C13-14 Isoparaffin', 'Laureth-7', 'Stearic Acid', 'Behenic Acid', 'Behenyl Alcohol', 'Stearyl Alcohol', 'Xanthan Gum', 'Beta-Glucan', 'Benzyl Alcohol', 'Hyaluronic Acid']","['Parfum', 'Benzyl Benzoate', 'Butylphenyl Methylpropional', 'Limonene']","['Parfum', 'Butylphenyl Methylpropional', 'Limonene']",[]
Derma E,Gentle Enzyme Peel,exfoliator,United States,"['Water' 'Propanediol' 'Glycerin' 'Aloe Barbadensis Leaf Juice'
 'Cetrimonium Chloride' 'Carbomer' 'Polysorbate 20' 'Sodium Hyaluronate'
 'Glycyrrhiza Glabra Root Extract' 'Silybum Marianum Seed Extract'
 'Artemisia Vulgaris Extract' 'Astaxanthin' 'Tocopheryl Acetate'
 'Potassium Sorbate' 'Menthol' 'Simmondsia Chinensis Seed Oil'
 'Eucalyptus Globulus Leaf Oil' 'Mentha Piperita Oil'
 'Mentha Viridis Leaf Oil' 'Bromelain' 'Papain' 'Phenoxyethanol']",22,['brightening' 'rosacea'],['brightening'],[],['rosacea'],1,0,1,True,False,True,False,True,False,False,False,False,False,False,True,"['Aloe Barbadensis Leaf Juice', 'Sodium Hyaluronate', 'Glycyrrhiza Glabra Root Extract', 'Silybum Marianum Seed Extract', 'Artemisia Vulgaris Extract', 'Astaxanthin', 'Tocopheryl Acetate']","['Glycerin', 'Aloe Barbadensis Leaf Juice', 'Sodium Hyaluronate']",['Simmondsia Chinensis Seed Oil'],[],[],[],"['Bromelain', 'Papain']","['Aloe Barbadensis Leaf Juice', 'Glycyrrhiza Glabra Root Extract', 'Silybum Marianum Seed Extract', 'Artemisia Vulgaris Extract', 'Astaxanthin', 'Menthol', 'Simmondsia Chinensis Seed Oil', 'Eucalyptus Globulus Leaf Oil', 'Mentha Piperita Oil', 'Mentha Viridis Leaf Oil', 'Bromelain', 'Papain']",[],[],"['Propanediol', 'Glycerin', 'Carbomer']","['Menthol', 'Eucalyptus Globulus Leaf Oil', 'Mentha Piperita Oil', 'Mentha Viridis Leaf Oil']","['Menthol', 'Eucalyptus Globulus Leaf Oil', 'Mentha Piperita Oil', 'Mentha Viridis Leaf Oil', 'Papain']",[]
APRILSKIN,Carrotene IPMP™ Clearing Solution,facial treatment,South Korea,"['Water' 'Glycerin' 'Niacinamide' 'Hydrogenated Polydecene'
 'Octyldodecanol' 'Dicaprylyl Carbonate' 'Butylene Glycol'
 'Gluconolactone' 'Cetyl Ethylhexanoate' 'Butyrospermum Parkii Butter'
 'Glyceryl Stearate' 'Polyglyceryl-3 Distearate' 'Zinc Oxide'
 '2-Hexanediol' 'Polyglyceryl-3 Methylglucose Distearate'
 'Stearyl Alcohol' 'Cetyl Alcohol' 'Coco-Caprylate/Caprate'
 'Sodium Polyacryloyldimethyl Taurate' 'Dimethicone'
 'Sodium Stearoyl Glutamate' 'Salicylic Acid' 'Glyceryl Stearate Citrate'
 'Daucus Carota Sativa Root Extract' 'Polyhydroxystearic Acid'
 'Tromethamine' 'O-Cymen-5-Ol' 'Ethylhexylglycerin' 'Allantoin'
 'Triethoxycaprylylsilane' 'Sorbitol' 'Citrus Species Leaf Oil'
 'Litsea Cubeba Fruit Oil' 'Disodium EDTA'
 'Actinidia Chinensis Fruit Extract' 'Helianthus Annuus Seed Oil'
 'Panthenol' 'Sucrose Stearate' 'Caprylic/Capric Triglyceride'
 'Zingiber Officinale Root Extract' 'Ferula Galbaniflua Resin Oil'
 'Beta-Carotene' 'Myristyl Alcohol' 'Tocopherol' 'Lauryl Alcohol'
 'Centella Asiatica Extract' 'Pentylene Glycol' 'Madecassoside']",48,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'reduces_large_pores' 'acne_fighting' 'brightening' 'drying' 'irritating'
 'eczema']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'reduces_large_pores' 'acne_fighting' 'brightening']",['drying' 'irritating'],['eczema'],7,2,1,True,False,True,False,False,True,False,False,True,False,False,True,"['Niacinamide', 'Butyrospermum Parkii Butter', 'Daucus Carota Sativa Root Extract', 'Actinidia Chinensis Fruit Extract', 'Helianthus Annuus Seed Oil', 'Zingiber Officinale Root Extract', 'Beta-Carotene', 'Tocopherol', 'Centella Asiatica Extract', 'Madecassoside']","['Glycerin', 'Niacinamide', 'Butylene Glycol', 'Salicylic Acid', 'Ethylhexylglycerin', 'Sorbitol', 'Panthenol', 'Pentylene Glycol']","['Hydrogenated Polydecene', 'Octyldodecanol', 'Dicaprylyl Carbonate', 'Cetyl Ethylhexanoate', 'Butyrospermum Parkii Butter', 'Glyceryl Stearate', 'Cetyl Alcohol', 'Coco-Caprylate/Caprate', 'Dimethicone', 'Glyceryl Stearate Citrate', 'Helianthus Annuus Seed Oil', 'Sucrose Stearate', 'Caprylic/Capric Triglyceride', 'Myristyl Alcohol', 'Lauryl Alcohol']","['Octyldodecanol', 'Zinc Oxide']",[],[],"['Gluconolactone', 'Salicylic Acid']","['Butyrospermum Parkii Butter', 'Daucus Carota Sativa Root Extract', 'Allantoin', 'Citrus Species Leaf Oil', 'Actinidia Chinensis Fruit Extract', 'Helianthus Annuus Seed Oil', 'Caprylic/Capric Triglyceride', 'Zingiber Officinale Root Extract', 'Beta-Carotene', 'Centella Asiatica Extract', 'Madecassoside']",['Zinc Oxide'],[],"['Glycerin', 'Octyldodecanol', 'Butylene Glycol', 'Cetyl Ethylhexanoate', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Triethoxycaprylylsilane', 'Sorbitol', 'Caprylic/Capric Triglyceride', 'Myristyl Alcohol']",['Citrus Species Leaf Oil'],['Citrus Species Leaf Oil'],[]
Round Lab,For Men 1025 Dokdo All in One Fluid,facial treatment,South Korea,"['Water' 'Dipropylene Glycol' 'Caprylyl Methicone'
 'Hydrogenated Polydecene' 'Methylpropanediol' '2-Hexanediol'
 'Caprylic/Capric Triglyceride' 'Glycerin' 'Sea Water' 'Butylene Glycol'
 'Hydrogenated Lecithin' 'Tocopherol' 'Nelumbo Nucifera Flower Extract'
 'Yeast Ferment Extract' 'Artemia Extract' 'Oryza Sativa Extract'
 'Panthenol' 'Sodium Polyacryloyldimethyl Taurate' 'Palmitic Acid'
 'Sodium Hyaluronate' 'Hydrolyzed Hyaluronic Acid'
 'Sodium Acetylated Hyaluronate' 'Ethylhexylglycerin'
 'Polyglyceryl-2 Stearate' 'Alcohol' 'Glucose' 'Gluconolactone'
 'Butyl Acrylate' 'Glyceryl Stearate'
 'Ammonium Polyacryloyldimethyl Taurate' 'C12-20 Alkyl Glucoside'
 'Caprylyl Glycol' 'Stearyl Alcohol' 'Xanthan Gum' 'Tromethamine'
 'Disodium EDTA']",36,"['reduces_irritation' 'anti_aging' 'scar_healing' 'brightening'
 'may_worsen_oily_skin' 'irritating' 'rosacea']",['reduces_irritation' 'anti_aging' 'scar_healing' 'brightening'],['may_worsen_oily_skin' 'irritating'],['rosacea'],4,2,1,False,False,True,False,True,False,False,False,False,False,False,True,"['Tocopherol', 'Nelumbo Nucifera Flower Extract', 'Yeast Ferment Extract', 'Oryza Sativa Extract', 'Sodium Hyaluronate', 'Sodium Acetylated Hyaluronate']","['Methylpropanediol', 'Glycerin', 'Sea Water', 'Butylene Glycol', 'Panthenol', 'Sodium Hyaluronate', 'Hydrolyzed Hyaluronic Acid', 'Sodium Acetylated Hyaluronate', 'Ethylhexylglycerin', 'Glucose']","['Caprylyl Methicone', 'Hydrogenated Polydecene', 'Caprylic/Capric Triglyceride', 'Hydrogenated Lecithin', 'Polyglyceryl-2 Stearate', 'Alcohol', 'Glyceryl Stearate']",['Palmitic Acid'],[],[],['Gluconolactone'],"['Caprylic/Capric Triglyceride', 'Nelumbo Nucifera Flower Extract', 'Yeast Ferment Extract', 'Oryza Sativa Extract', 'Caprylyl Glycol']",[],[],"['Dipropylene Glycol', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Butylene Glycol', 'Ammonium Polyacryloyldimethyl Taurate', 'Stearyl Alcohol', 'Xanthan Gum']",[],['Alcohol'],[]
